crop_name,profit
kidneybeans,763.6954992
lentil,2224.326823
pigeonpeas,469.0449947
chickpea,759.346791
papaya,1519.066705
lentil,27.51746447
kidneybeans,-524.7923497
mungbean,1552.812296
rice,1145.058762
apple,-137.3734064
mothbeans,450.5773269
mothbeans,38.75309183
watermelon,940.5121219
coffee,1028.686719
pigeonpeas,257.9300621
banana,857.0931249
rice,1640.640547
cotton,-116.254896
pomegranate,799.2508761
rice,78.95283238
jute,-375.519326
kidneybeans,-265.7390574
blackgram,179.7774563
rice,173.9399011
blackgram,1422.498947
watermelon,1621.085019
orange,-499.1795279
lentil,-510.9060639
mothbeans,1274.534956
rice,-529.8905105
lentil,1838.646981
rice,1604.686582
watermelon,-165.1122425
banana,117.2750852
blackgram,223.2637897
mango,628.2289663
mothbeans,2206.797187
orange,2004.839143
banana,-501.1273509
pomegranate,-86.21164574
blackgram,344.0645915
mango,575.2145476
jute,-1.439348993
kidneybeans,496.3552414
jute,-854.5496756
jute,226.0232252
grapes,-223.4924223
chickpea,-581.6594113
cotton,880.2543967
kidneybeans,-25.21456452
blackgram,158.5409349
pigeonpeas,783.5909098
coffee,-295.6062255
maize,279.9125321
blackgram,209.0089555
pigeonpeas,606.4258716
apple,112.4800093
jute,711.0213045
muskmelon,830.282297
coconut,-258.661822
grapes,191.2954824
banana,77.14243042
apple,-127.763814
papaya,379.4439469
muskmelon,476.2726238
mothbeans,-31.90389005
blackgram,1887.45172
kidneybeans,1792.298548
jute,-94.97193329
apple,-719.2525204
jute,970.3758479
banana,-396.2641276
cotton,588.7797562
maize,96.30439545
coffee,-548.8152542
kidneybeans,272.6008181
watermelon,-711.9929776
banana,1021.198148
kidneybeans,-936.5572344
chickpea,1759.057894
coffee,525.0848459
pigeonpeas,562.852527
mothbeans,931.2198104
lentil,1045.31639
kidneybeans,-718.2659968
mungbean,394.1023923
grapes,162.6560835
pomegranate,1528.26598
mango,336.7645808
pomegranate,429.8503673
banana,1126.278349
banana,-600.3322606
coffee,356.7608066
mothbeans,-145.6385523
mothbeans,1898.428134
cotton,1599.354092
mothbeans,1065.659283
mango,746.4332782
watermelon,885.537081
papaya,811.4055236
coconut,-236.5947374
pomegranate,1820.952353
pomegranate,-18.58578467
mungbean,-760.5107839
pomegranate,-359.7233259
watermelon,-627.5929814
pigeonpeas,1462.315072
coffee,258.5284447
banana,1410.828229
mungbean,855.9655838
cotton,-495.7461404
papaya,-27.54850923
banana,405.9912799
cotton,342.0603924
chickpea,998.4311902
mungbean,-331.239249
kidneybeans,843.2904419
coconut,-588.2480899
jute,528.3977557
papaya,1148.530889
banana,117.3881623
watermelon,473.3375805
pomegranate,-6.875958627
watermelon,727.7591116
kidneybeans,532.3521298
mango,1514.634956
mango,1099.366358
maize,324.285223
mothbeans,353.5577247
pigeonpeas,1416.423577
coconut,-720.5069665
jute,176.6906218
muskmelon,624.6604555
pomegranate,1280.447308
mungbean,1186.222825
coconut,1286.989947
blackgram,-893.7427098
muskmelon,176.734643
kidneybeans,1226.684414
grapes,1225.621897
pigeonpeas,-285.9913367
banana,137.6554284
apple,266.3114112
cotton,1313.674513
papaya,-488.6141472
muskmelon,-264.4082596
rice,287.5332765
blackgram,-206.7836685
kidneybeans,1077.274005
lentil,1149.628821
coconut,7.729466937
mungbean,1332.83195
muskmelon,245.2628424
chickpea,-554.888548
mango,351.3229527
maize,-1058.802967
coconut,572.7037164
mungbean,368.188963
banana,357.1010277
coconut,59.08998008
blackgram,-197.2982998
grapes,394.6627032
lentil,1632.971684
maize,1241.867428
papaya,148.8783934
muskmelon,190.1117805
banana,911.3124074
muskmelon,-189.2709699
jute,-34.78493797
papaya,976.4307079
watermelon,-201.761765
jute,-834.265012
coconut,16.9356985
grapes,1087.552703
apple,906.3022569
maize,1390.21495
maize,-59.15615742
orange,180.6033807
coffee,350.4882182
coffee,976.9131935
cotton,458.2605917
papaya,-83.03280074
pomegranate,1747.718278
mango,1840.424052
chickpea,734.0281204
mothbeans,-53.90319993
cotton,569.6525802
pigeonpeas,411.4298516
jute,2182.225869
blackgram,279.9033189
papaya,-274.7088795
apple,838.1089036
watermelon,184.4496046
mothbeans,1108.87085
banana,-771.1347104
mothbeans,1273.254586
pigeonpeas,247.7293419
muskmelon,-0.8989967927
mothbeans,593.9993451
jute,-789.3508915
apple,1044.21985
papaya,-208.8275357
jute,360.3291973
rice,-42.34773578
chickpea,1262.992159
cotton,-123.6170576
chickpea,883.0282131
mungbean,426.0718523
watermelon,401.3646452
papaya,-950.5414951
muskmelon,1527.317177
grapes,-100.0652437
coconut,-310.6608343
coffee,-278.1190704
maize,-392.2918603
mungbean,909.1372377
grapes,1678.072057
kidneybeans,-406.8104723
mothbeans,949.4713667
papaya,-264.1627261
coconut,-129.8330703
muskmelon,594.4230088
chickpea,1182.926777
cotton,-518.4825612
orange,560.8500139
apple,222.9324231
grapes,-35.67158023
coffee,195.2616073
coffee,479.4652954
cotton,1309.956454
blackgram,1095.013168
jute,1672.562284
watermelon,-733.8167642
kidneybeans,1164.899648
mungbean,790.2803305
pomegranate,1701.432994
muskmelon,1040.229965
apple,686.0446934
blackgram,308.9452782
maize,612.6578838
orange,472.1334256
mothbeans,100.0860493
apple,-665.304778
maize,736.2850623
jute,-90.16487085
papaya,185.2777661
banana,959.2404546
mango,133.5659271
pigeonpeas,579.3029448
maize,406.4420275
coffee,323.7412674
papaya,927.0102234
coffee,26.77504914
mothbeans,-545.7173966
rice,1489.660481
lentil,1329.602327
muskmelon,-240.1453926
blackgram,-63.49211776
watermelon,1552.24412
kidneybeans,-976.6352377
mungbean,165.2313211
cotton,675.644115
blackgram,-115.5614572
pomegranate,1694.316004
papaya,66.30946662
papaya,599.1493442
coconut,93.42634602
kidneybeans,954.4828237
grapes,-503.4493915
mothbeans,1316.591951
jute,-138.5601512
grapes,-227.3153722
coffee,-470.1090646
apple,-94.8786713
cotton,21.57981082
pomegranate,871.2234028
lentil,852.3177422
mungbean,1091.71957
orange,-819.0262409
cotton,871.9947131
mungbean,-785.2505184
maize,782.859159
coconut,428.3129076
rice,-623.8664247
maize,69.73371227
pigeonpeas,1312.345135
papaya,1180.820467
mothbeans,1964.837903
mothbeans,319.4255123
coffee,2221.133238
apple,1261.046553
apple,1825.512806
chickpea,-169.797295
chickpea,-218.5452746
kidneybeans,-327.289458
mothbeans,672.7156157
chickpea,268.4757508
lentil,-32.11354317
chickpea,594.6069282
mothbeans,966.6820731
jute,158.1202545
cotton,363.2718462
lentil,1128.144373
muskmelon,268.0414364
lentil,638.9307993
pigeonpeas,567.1470991
jute,-409.9291064
apple,72.49233449
chickpea,739.0535137
lentil,143.1388933
orange,-855.9447921
chickpea,1551.825796
mungbean,-325.987778
mungbean,18.70688709
jute,-269.6787917
mothbeans,1987.312872
cotton,1585.979712
blackgram,-241.5759783
kidneybeans,-194.5432057
muskmelon,972.3534364
mothbeans,-292.1329167
apple,1428.216065
pigeonpeas,-335.4017513
mango,262.4198583
watermelon,-160.613631
mothbeans,-403.8596522
chickpea,-308.170923
coconut,454.4821923
pomegranate,375.0837507
mungbean,684.2715414
grapes,927.1784482
rice,845.0686605
rice,637.5715385
orange,5.031646035
coffee,886.5533126
kidneybeans,1677.681933
watermelon,-88.25370418
mothbeans,412.981646
watermelon,1006.719487
muskmelon,-342.0418423
rice,993.7556016
cotton,63.29926726
apple,315.9387999
kidneybeans,999.3194532
maize,-483.5638035
rice,1228.438555
grapes,434.8205861
apple,2318.25798
blackgram,392.9778266
coffee,936.0987899
kidneybeans,-228.787327
maize,396.2688923
grapes,828.7266875
pigeonpeas,-654.8602731
cotton,960.5372332
jute,1885.175585
grapes,489.2767433
pigeonpeas,-16.27154994
apple,-816.7732112
mothbeans,-48.43241855
apple,-456.638607
coffee,1508.959658
grapes,1431.11055
banana,432.0140538
jute,-476.6437222
rice,162.5116766
kidneybeans,-809.8464751
chickpea,1728.44412
papaya,-503.5869847
apple,253.9488319
grapes,1264.332357
grapes,-34.41156003
mungbean,35.78347266
muskmelon,670.3395898
muskmelon,589.1406199
pigeonpeas,979.2860801
orange,639.5308478
coffee,879.2437604
coffee,226.9010921
banana,1429.204507
grapes,-28.32185853
pomegranate,802.8168273
muskmelon,-563.3301945
maize,-21.37955351
banana,224.8964332
banana,-90.42040965
coffee,-412.7053691
rice,-15.55266874
blackgram,480.5834392
orange,-142.72562
blackgram,679.0830993
grapes,1639.859967
pigeonpeas,223.8762941
mothbeans,-163.693206
cotton,130.6436799
watermelon,1048.366195
orange,-63.31835325
apple,402.6177318
lentil,1449.085245
coconut,1214.276601
maize,546.4228089
kidneybeans,1426.621794
cotton,-514.5278715
lentil,497.0689846
kidneybeans,462.6920037
pigeonpeas,-295.1039501
mothbeans,596.2104928
cotton,635.9968017
rice,1104.571269
grapes,1401.069235
papaya,513.925652
chickpea,-82.97275393
cotton,88.49517076
pigeonpeas,972.8899995
grapes,80.00200387
pomegranate,613.5990755
chickpea,1777.837982
banana,423.2914603
rice,631.9361094
muskmelon,1004.03945
kidneybeans,964.6863021
muskmelon,582.9004894
mungbean,1313.893356
muskmelon,339.698843
kidneybeans,274.1461153
chickpea,397.3100686
watermelon,906.2045803
mothbeans,290.8468504
rice,-168.5637146
lentil,54.96358534
mango,-237.0425165
papaya,246.0114498
chickpea,488.15892
jute,462.1495312
coconut,1377.783405
chickpea,146.4708421
watermelon,1468.810756
kidneybeans,-721.9267386
grapes,-935.578879
grapes,-76.15254421
maize,776.5742245
jute,591.4845493
maize,-646.2671338
pomegranate,986.2824716
banana,-107.1625401
muskmelon,964.7121556
chickpea,1465.533166
watermelon,277.1241413
papaya,-321.9881722
coconut,794.1952027
coconut,-250.6896107
rice,1312.63226
coconut,368.9852949
chickpea,46.76639417
cotton,532.3154108
blackgram,264.290318
orange,1019.975088
rice,181.2921977
mothbeans,441.2885763
orange,-314.1613274
jute,1806.252963
rice,1419.019452
grapes,916.1548785
mango,-1068.159104
pigeonpeas,412.0780635
coffee,1600.630544
cotton,1392.166643
grapes,-373.0149914
blackgram,-303.6892639
mango,130.8732887
lentil,1282.290664
orange,1454.139899
watermelon,367.5616025
mungbean,824.7653725
kidneybeans,-602.0375823
mungbean,98.72362908
orange,1203.842104
orange,-424.2782618
rice,357.7548704
maize,819.9966128
papaya,43.08011992
lentil,-257.1862145
pigeonpeas,1376.741722
rice,559.6112403
mungbean,-299.136522
maize,-647.9992591
chickpea,212.8814378
kidneybeans,2038.484085
chickpea,-597.1435865
coconut,1073.090158
mango,904.3608546
muskmelon,1264.417239
kidneybeans,950.6802805
rice,389.6246691
apple,302.9312357
mothbeans,-582.1442151
orange,-261.388235
pigeonpeas,-426.1031505
grapes,113.2970869
mango,27.3550271
rice,-601.6092261
mango,1020.41185
coffee,-422.9010644
maize,819.7912784
papaya,18.0072607
lentil,-81.96439648
apple,-655.2852831
cotton,540.8841356
muskmelon,1844.377427
coffee,-323.2304602
pomegranate,537.4690249
maize,980.5979315
kidneybeans,-916.6830374
papaya,299.1494962
coconut,-450.0575732
papaya,-451.8698001
watermelon,131.9049757
blackgram,1720.457714
pigeonpeas,-547.4701576
pigeonpeas,1077.205132
blackgram,1080.264591
banana,-91.81763718
jute,1263.963887
mungbean,1374.4044
grapes,556.0746046
orange,76.9249976
coconut,-189.38471
chickpea,447.3804073
maize,1053.730111
mothbeans,-4.366862394
coconut,52.60259101
muskmelon,657.8128243
kidneybeans,-180.4101681
coconut,1259.883659
mungbean,361.0904159
cotton,1059.415995
jute,1224.52358
watermelon,2.586583867
mungbean,-414.1786852
cotton,-634.1613628
watermelon,-922.1765658
coffee,718.5083589
coffee,134.0614157
pigeonpeas,-225.0590258
muskmelon,1084.125577
mango,350.0787101
orange,595.8628339
jute,452.8680843
pigeonpeas,-357.1714066
coconut,1096.067274
pomegranate,1143.110571
mango,62.30136403
maize,115.4460287
orange,1179.669201
pigeonpeas,1792.498915
muskmelon,782.5634621
cotton,-598.2290827
grapes,933.1149858
cotton,85.25135348
banana,384.6400114
papaya,-193.8105021
lentil,197.4806716
apple,425.5281396
muskmelon,149.3632547
kidneybeans,-460.9344965
mango,686.8092041
grapes,1428.838136
lentil,1201.408152
muskmelon,574.7024614
papaya,318.4168947
cotton,34.89275014
coffee,1677.096437
mungbean,-730.6191828
jute,-300.1080255
mango,446.335784
pomegranate,599.1577544
mungbean,1066.06749
watermelon,1132.681858
muskmelon,-306.2799978
kidneybeans,1307.100698
blackgram,189.4592345
coconut,1002.782774
coconut,748.5646269
pigeonpeas,-642.8492193
coffee,-127.1681563
chickpea,-793.729718
pomegranate,451.2778086
muskmelon,-31.36785578
maize,-867.9743418
jute,714.3155937
pomegranate,-94.67669368
coffee,331.2124665
apple,-195.1798196
chickpea,535.8696266
mungbean,1109.764109
coconut,-501.7389773
muskmelon,-39.46836885
mango,817.3550992
maize,1844.120765
grapes,728.8544242
cotton,228.408336
coconut,1108.642537
mungbean,434.2039054
chickpea,865.2065524
mothbeans,1109.232949
rice,1204.378378
jute,289.1297256
maize,1779.664702
rice,298.1049608
kidneybeans,783.1715182
pigeonpeas,327.9256702
maize,341.2221977
apple,-591.2936837
blackgram,1168.323094
muskmelon,-425.8663149
banana,-606.7313127
pomegranate,-139.2607962
chickpea,-180.5572536
banana,805.1449977
orange,1816.990677
pomegranate,-274.4741524
orange,79.31659394
watermelon,-129.3302671
rice,-495.0354375
lentil,-34.00684735
muskmelon,449.6997311
kidneybeans,-147.4490834
cotton,600.7759051
jute,1411.207578
chickpea,-375.57177
cotton,-138.4155579
jute,303.3946357
mungbean,556.9489356
jute,399.7012679
coffee,-248.736766
chickpea,1228.854223
coffee,-81.19636888
coffee,-306.3788208
muskmelon,-129.7803472
pomegranate,-392.7463174
apple,1710.536843
orange,749.2828661
coconut,63.19239065
rice,258.2003768
rice,411.1133536
jute,1014.062457
watermelon,687.3888249
maize,459.0857699
maize,918.9069247
cotton,1.474334448
pomegranate,95.6568884
muskmelon,-687.2580635
muskmelon,471.8895893
mungbean,252.5641723
blackgram,467.3483627
banana,816.3711622
apple,1204.944847
mungbean,-28.64202285
cotton,450.5949857
lentil,57.32103681
coconut,455.8468112
rice,1683.832786
papaya,1505.86078
blackgram,752.8168399
blackgram,1750.216482
coffee,300.0381905
blackgram,1100.448146
watermelon,620.2438384
maize,18.19401637
chickpea,-856.8554459
mungbean,106.2044613
chickpea,-736.6137738
muskmelon,675.7327536
banana,-740.5236941
maize,1589.069329
coffee,831.6200911
papaya,-763.8920358
watermelon,651.0327435
papaya,1526.947303
maize,768.4035641
kidneybeans,-538.3305901
watermelon,729.3262255
mungbean,710.4176567
muskmelon,-36.14841912
mothbeans,34.14564094
pigeonpeas,308.9130337
cotton,1213.15404
papaya,704.6922319
banana,-94.35539073
blackgram,1986.277773
mango,-274.9375985
papaya,1335.320642
muskmelon,148.1139722
blackgram,217.1655912
kidneybeans,-98.34784985
jute,1297.840471
muskmelon,1322.905394
banana,798.6419934
rice,800.0118124
maize,838.6948359
blackgram,600.9731457
apple,955.6544685
rice,-221.6161689
chickpea,678.1977108
papaya,507.7428932
apple,894.7313357
jute,1111.957468
cotton,-194.7965512
cotton,1104.25527
grapes,1003.798148
cotton,870.7640371
kidneybeans,542.6859598
kidneybeans,231.9732159
coffee,-77.66496207
maize,161.2967334
grapes,1425.605107
grapes,28.51825274
cotton,1502.073078
mungbean,861.8642231
mungbean,282.7834118
orange,-679.2626175
pomegranate,345.4553097
mango,1568.111214
coffee,-116.5857099
apple,905.9631137
maize,593.6285889
coffee,-558.6115061
jute,70.56516724
lentil,1726.713154
mango,767.4705881
orange,-192.6924443
apple,617.910174
pigeonpeas,681.5616997
coconut,780.3390069
orange,326.1955213
coffee,-834.3661552
chickpea,-588.460917
orange,1212.023048
muskmelon,282.3766796
coconut,872.0825643
muskmelon,-457.2260316
papaya,66.98580173
mango,334.7378893
mango,1046.287868
chickpea,-258.7584991
banana,147.4219356
pomegranate,746.1693621
coffee,-99.79249242
muskmelon,857.1345257
banana,614.2397406
rice,615.366754
cotton,-300.6012267
kidneybeans,1103.89604
jute,797.9075727
jute,-111.1834629
blackgram,738.1407093
cotton,1366.38657
grapes,1645.176549
orange,-137.5403596
muskmelon,949.2199657
jute,1075.699813
rice,-44.08728328
chickpea,-544.1984906
jute,572.8236944
orange,30.04192422
coffee,598.5446424
coffee,-794.5432149
kidneybeans,1210.355944
blackgram,275.7745846
muskmelon,1619.252193
blackgram,775.580133
watermelon,-104.4792621
mothbeans,311.3127009
coffee,-441.1212933
muskmelon,280.6504603
cotton,683.0351645
coffee,-46.77799097
lentil,-303.5527731
pigeonpeas,1263.874835
grapes,593.702584
mungbean,976.5881242
orange,467.5894219
blackgram,240.8109216
pigeonpeas,4.076883116
mungbean,558.2839476
blackgram,771.7964075
mungbean,619.8072229
coffee,1384.5529
mango,452.72495
mothbeans,-784.1630663
jute,258.9479273
jute,-447.0749517
kidneybeans,1941.601637
chickpea,451.887158
pigeonpeas,727.6764966
coconut,167.0752872
blackgram,217.9045084
pigeonpeas,1262.276394
grapes,241.3249743
pomegranate,1348.666474
mothbeans,1924.974747
rice,975.2242714
banana,1514.105468
cotton,1539.411509
lentil,576.6105164
apple,2017.539237
muskmelon,768.9996672
pigeonpeas,2005.376273
muskmelon,1683.755026
rice,387.5087424
muskmelon,-227.3799214
kidneybeans,781.1399856
apple,1416.517728
coffee,304.7963832
mungbean,-547.1553366
blackgram,419.3504258
jute,1698.221584
coffee,1027.440619
maize,854.8359737
mango,1915.167689
maize,15.18117105
watermelon,1106.232108
coconut,35.06114273
cotton,28.65277822
mothbeans,1168.179176
coffee,210.6872408
coconut,655.7489124
orange,95.72002117
chickpea,905.3176938
cotton,334.7168142
pomegranate,-702.277719
grapes,112.5181211
cotton,547.1366468
papaya,837.6137036
coconut,670.351675
orange,279.688571
blackgram,1316.013424
papaya,1853.38738
mungbean,172.4313469
banana,1142.214282
chickpea,-291.6418837
maize,-93.51514032
coconut,-403.7297378
banana,912.7695
blackgram,257.277881
banana,908.6661661
maize,1472.252345
mango,1164.205279
lentil,-112.6734214
mothbeans,160.7144268
mango,32.77851122
papaya,174.6904293
pigeonpeas,40.39679518
coffee,-39.49377933
orange,2078.775012
apple,652.5200781
mango,75.65941701
maize,33.26583715
apple,226.0299792
rice,546.1140635
cotton,582.5316667
maize,53.79812419
grapes,664.9499316
apple,1162.798052
rice,1066.438862
coconut,486.9459492
kidneybeans,-463.5872037
cotton,266.633685
chickpea,150.7217709
maize,1984.037378
mango,222.837852
grapes,-585.5075302
papaya,1640.589085
pigeonpeas,-113.8027249
mango,412.26495
coconut,-10.19758733
rice,561.3617645
lentil,1051.32
rice,1332.170602
papaya,-62.45017692
chickpea,245.9973387
mothbeans,687.0666976
coffee,-411.1591561
kidneybeans,243.8634081
mango,551.0786855
mango,-107.0542143
pigeonpeas,176.0636657
jute,691.4725133
grapes,98.75980272
mango,-709.0623129
kidneybeans,-579.6349655
mothbeans,-241.0680856
coconut,1202.816317
mothbeans,25.66534435
mothbeans,-403.8487151
banana,507.1566442
coffee,-146.2441645
watermelon,1133.030696
chickpea,1250.165861
blackgram,-61.30816752
kidneybeans,-777.5575402
apple,-135.5870487
papaya,1373.888259
mungbean,158.1929375
banana,1391.460959
blackgram,392.0563745
cotton,240.9182851
mothbeans,345.7280828
apple,2355.597794
pigeonpeas,-642.4937388
mothbeans,565.1243288
mothbeans,425.8794384
maize,222.8455869
mungbean,-561.1447525
lentil,-160.7204554
muskmelon,540.0051579
jute,-130.0558968
watermelon,796.3642242
jute,715.1976192
grapes,-260.8707931
pigeonpeas,261.4403611
orange,-792.8529387
pigeonpeas,609.8429587
chickpea,9.382143028
lentil,721.8248779
lentil,2294.310586
coffee,1070.797413
kidneybeans,721.0236035
cotton,-581.4839275
banana,-306.1041731
orange,688.8340099
watermelon,561.7325826
pomegranate,1141.20683
pigeonpeas,420.8210539
jute,-203.5518413
jute,1001.608542
orange,-59.03663309
apple,1054.681208
rice,253.3677495
pomegranate,491.1991881
mango,-117.9421927
papaya,-277.7169314
rice,-25.64426988
mango,-36.419979
cotton,-74.45304533
mothbeans,-51.33047679
blackgram,-72.02973885
watermelon,130.6008427
pigeonpeas,351.9245924
coffee,722.9380007
kidneybeans,263.7535454
coffee,672.0618172
apple,-426.6584299
mothbeans,793.3958144
chickpea,261.4409774
kidneybeans,476.2989489
coffee,1315.707291
blackgram,-66.53434476
watermelon,-648.7159722
mungbean,349.8285135
kidneybeans,697.4605449
coconut,993.2624779
banana,252.7835293
muskmelon,894.4149314
apple,208.1572782
mothbeans,-274.9639122
mango,860.5500576
blackgram,1852.646044
pomegranate,-213.715972
banana,1307.278885
lentil,313.8686196
orange,1175.984708
watermelon,239.0124358
chickpea,431.3195892
lentil,2067.124852
cotton,517.8155264
papaya,708.4183321
orange,1736.389858
pigeonpeas,-863.4096702
cotton,-284.0512081
jute,1554.866556
jute,919.0972294
mothbeans,-31.64471368
chickpea,-120.760539
apple,165.3659916
muskmelon,1121.849356
blackgram,1149.508566
lentil,789.772862
kidneybeans,334.7238139
grapes,-205.573201
chickpea,1606.38147
jute,735.191243
mungbean,497.2138964
apple,763.6997682
orange,781.1483589
orange,1543.438226
coconut,-259.7334738
cotton,2088.613375
orange,1004.624559
maize,776.8658384
pigeonpeas,-607.8209857
apple,-901.4900607
coffee,-567.2780233
banana,535.1577073
coffee,-254.4914065
mothbeans,1906.80713
banana,637.4684408
rice,298.5310458
coconut,636.0929541
chickpea,141.426346
blackgram,530.6950506
coffee,138.3438006
papaya,645.7393519
grapes,1009.759256
rice,31.96820876
cotton,480.9649418
orange,1372.770343
pigeonpeas,-964.9125685
mango,1903.671519
banana,-364.8692698
papaya,-355.9835662
blackgram,900.8091792
coffee,1273.080457
grapes,152.3339616
maize,-181.6897374
apple,1111.410315
mango,-942.4554654
blackgram,1004.207271
kidneybeans,1866.362896
watermelon,-67.45578104
lentil,-420.506604
banana,566.3710103
apple,1576.704856
mothbeans,63.85296066
mango,17.97508626
coconut,141.5665969
apple,208.0983936
grapes,-465.1121678
kidneybeans,1032.027914
mango,-392.1901611
kidneybeans,833.0943441
orange,1168.714094
watermelon,1831.970807
orange,512.3764747
rice,78.75537081
cotton,368.8756671
rice,-329.4171877
coffee,249.7974505
maize,32.98581797
orange,-103.5572798
coffee,159.500813
rice,452.6399442
mango,358.6296467
grapes,1787.03891
watermelon,1004.60443
pomegranate,627.8966125
mango,287.1137681
coffee,1591.389211
papaya,481.1005534
mungbean,-577.4682795
coconut,1107.267686
muskmelon,-660.9418742
mungbean,613.0302396
watermelon,-474.3665638
lentil,505.8614372
pigeonpeas,-406.8784221
rice,-96.72895548
apple,1662.757447
pigeonpeas,997.2512647
blackgram,697.1589011
coconut,1058.38636
cotton,-208.4248742
mango,541.5771886
blackgram,385.6234993
blackgram,-555.0016401
mothbeans,520.8298083
cotton,392.9298613
lentil,428.3826626
maize,-100.7659277
papaya,-523.9539432
rice,1094.864839
banana,636.9897095
muskmelon,214.0708528
mango,-198.7599511
chickpea,532.2765219
coconut,-370.4326834
cotton,493.931654
coconut,1187.083497
pomegranate,708.9758633
apple,460.79751
mothbeans,-422.2264973
lentil,871.9293844
blackgram,9.623497469
coffee,-1.226748022
apple,146.425681
blackgram,641.8371797
coffee,-110.9048557
papaya,-763.1304257
pigeonpeas,-95.52418731
cotton,502.0015373
mango,-730.2776417
mothbeans,1286.350344
maize,215.1192128
kidneybeans,1207.081987
apple,-275.200651
watermelon,1667.557856
orange,372.5835348
coconut,262.0396504
kidneybeans,1313.609469
papaya,-763.635765
mango,1360.35499
maize,451.1447365
mothbeans,-607.1167065
mothbeans,-325.9287297
chickpea,-1032.928717
blackgram,557.4115511
mango,672.643051
chickpea,528.3185444
maize,-213.1813079
jute,-9.9227032
rice,607.8380406
papaya,-760.134139
papaya,698.5023525
blackgram,-468.9494935
coffee,846.9318875
watermelon,1304.144468
grapes,1262.891071
muskmelon,-101.5379977
muskmelon,2007.202943
grapes,1135.604824
kidneybeans,854.1927608
kidneybeans,769.6168013
pigeonpeas,801.3300367
chickpea,791.4610793
mango,196.51714
cotton,711.9802345
mango,593.6772493
cotton,151.9642919
mungbean,-121.1618991
mungbean,-566.7996296
rice,-254.2773168
mango,672.475302
chickpea,1474.247345
muskmelon,422.9480881
lentil,1547.958388
coffee,-165.2161742
coffee,718.7244738
cotton,118.4754513
lentil,2316.734431
watermelon,-42.28382243
chickpea,502.8017699
blackgram,858.1373697
mothbeans,570.0800762
mango,1446.23763
maize,-896.1970046
chickpea,-144.0688788
watermelon,1778.758875
orange,730.2510466
chickpea,602.036949
kidneybeans,1479.658455
muskmelon,1942.568921
coffee,94.02208909
mungbean,964.554123
coconut,-471.7878193
watermelon,496.2305047
apple,108.5695407
grapes,-65.06949098
cotton,934.2955498
orange,366.3359101
orange,444.4867633
pomegranate,-844.6159746
mungbean,940.1880371
cotton,-524.1920617
orange,1675.312353
coffee,448.0564848
mango,1183.596439
banana,1289.530479
pomegranate,1324.891336
coffee,1490.05385
coffee,422.6906313
blackgram,271.9060113
muskmelon,359.8082292
coffee,458.739356
papaya,179.1403972
grapes,1145.390941
apple,976.824136
grapes,1198.104786
kidneybeans,1947.952339
banana,809.5039127
coconut,1537.837202
blackgram,-155.1764697
pomegranate,399.3970577
mango,1035.483099
jute,-858.5128816
cotton,587.3645695
banana,1085.690912
cotton,-219.1306389
jute,4.319269014
kidneybeans,797.3871553
coconut,252.2818047
cotton,495.1286668
pomegranate,578.998832
muskmelon,1896.303183
grapes,-551.0258253
grapes,712.1834895
jute,-284.9158648
papaya,1317.121977
mungbean,-625.5812661
watermelon,712.4661948
pigeonpeas,325.2232609
lentil,713.8336444
coffee,-563.9018109
orange,249.1615087
pigeonpeas,315.1138653
apple,-19.07275625
lentil,730.6455268
orange,989.7836712
papaya,1001.487303
chickpea,597.6282536
pigeonpeas,-529.3549063
coffee,1139.645872
jute,2073.695638
orange,-163.3224475
cotton,1047.732261
coffee,29.97368418
kidneybeans,790.768205
kidneybeans,879.2348716
jute,291.8889038
jute,-727.4254496
mungbean,1217.786653
blackgram,720.31444
coffee,622.8594533
coffee,1282.369117
maize,-99.26656518
pomegranate,850.9423522
pigeonpeas,510.3311211
orange,398.9658538
mungbean,1233.384943
maize,346.3609821
mothbeans,846.39145
pomegranate,-410.8184879
lentil,1434.881209
pigeonpeas,-205.0873025
chickpea,1790.998595
banana,-493.1206583
pomegranate,-111.5604645
apple,733.5862754
cotton,640.8239461
coconut,469.8087909
rice,145.8752409
banana,-468.7016256
muskmelon,760.3316608
mungbean,1149.203828
blackgram,-175.8070453
apple,703.9904942
papaya,19.30879777
banana,142.0801359
rice,177.7933519
apple,458.7137128
kidneybeans,525.8891384
mothbeans,-289.3533767
banana,-254.9707088
mothbeans,685.4637189
pomegranate,870.3084505
mothbeans,266.9401891
pomegranate,1182.44263
coffee,366.7037902
pigeonpeas,482.8462205
lentil,-439.4486458
mungbean,959.4078687
orange,1493.729428
mango,-161.6408034
banana,1371.357426
mothbeans,362.9995631
banana,1230.956492
banana,379.5630734
watermelon,235.3149688
apple,187.9698286
maize,2269.147195
maize,1231.976169
pigeonpeas,814.0072473
watermelon,-370.0256169
jute,496.384013
pomegranate,1124.615749
pomegranate,-570.4723169
papaya,-386.1441484
cotton,1367.548511
lentil,2005.476247
kidneybeans,424.5524537
orange,-260.2598337
jute,-31.71449235
maize,118.1293081
watermelon,1541.633327
coffee,894.1538996
rice,161.3730896
mungbean,786.915579
kidneybeans,1689.471877
lentil,123.4963689
chickpea,-375.1932883
pigeonpeas,956.5710703
jute,1188.559362
pomegranate,1042.585146
pomegranate,364.3758646
kidneybeans,-179.8560294
orange,-672.0823075
jute,124.9568202
orange,106.7931994
coconut,58.94538569
